id_documento,id_siniestro,tipo_documento,entregado,legible,fecha_emision,inconsistencia_detectada,observacion
DOC-000376,SIN-00111,Factura Reparacion,True,True,2026-04-15,False,
DOC-000377,SIN-00111,Certificado Medico,True,True,2026-04-15,False,
DOC-000378,SIN-00111,Informe Perito,True,True,2026-04-15,False,
DOC-000379,SIN-00111,Denuncia Policial,True,True,2026-04-15,False,
DOC-000380,SIN-00111,Foto Evidencia,True,True,2026-04-15,False,
DOC-000381,SIN-00112,Factura Reparacion,True,True,2024-11-28,False,
DOC-000382,SIN-00112,Denuncia Policial,True,True,2024-11-28,False,
DOC-000383,SIN-00112,Certificado Medico,True,True,2024-11-28,False,
DOC-000384,SIN-00113,Foto Evidencia,True,False,2024-11-08,False,
DOC-000385,SIN-00113,Cedula Asegurado,True,False,2024-11-08,False,
DOC-000386,SIN-00113,Denuncia Policial,True,True,2024-11-08,False,
DOC-000387,SIN-00113,Informe Perito,True,False,2024-11-08,False,
DOC-000388,SIN-00113,Certificado Medico,True,False,2024-11-08,False,
DOC-000389,SIN-00114,Foto Evidencia,True,False,2024-11-02,False,
DOC-000390,SIN-00114,Certificado Medico,True,True,2024-11-02,False,
DOC-000391,SIN-00114,Denuncia Policial,True,True,2024-11-02,False,
DOC-000392,SIN-00115,Denuncia Policial,True,True,2024-10-22,False,
DOC-000393,SIN-00115,Factura Reparacion,True,False,2024-10-22,False,
DOC-000394,SIN-00116,Foto Evidencia,True,True,2026-03-28,False,
DOC-000395,SIN-00116,Certificado Medico,True,True,2026-03-28,False,
DOC-000396,SIN-00116,Informe Perito,True,True,2026-03-28,False,
DOC-000397,SIN-00116,Cedula Asegurado,True,True,2026-03-28,False,
DOC-000398,SIN-00117,Informe Perito,True,True,2026-01-20,False,
DOC-000399,SIN-00117,Foto Evidencia,True,True,2026-01-20,False,
DOC-000400,SIN-00117,Cedula Asegurado,True,True,2026-01-20,False,
DOC-000401,SIN-00118,Denuncia Policial,True,True,2025-06-10,False,
DOC-000402,SIN-00118,Foto Evidencia,True,True,2025-06-10,False,
DOC-000403,SIN-00119,Denuncia Policial,True,True,2024-09-18,False,
DOC-000404,SIN-00119,Cedula Asegurado,True,True,2024-09-18,False,
DOC-000405,SIN-00119,Certificado Medico,True,True,2024-09-18,False,
DOC-000406,SIN-00120,Informe Perito,True,True,2023-10-31,False,
DOC-000407,SIN-00120,Foto Evidencia,True,True,2023-10-31,False,
DOC-000408,SIN-00120,Cedula Asegurado,True,False,2023-10-31,False,
DOC-000409,SIN-00121,Denuncia Policial,True,True,2026-04-25,False,
DOC-000410,SIN-00121,Informe Perito,True,True,2026-04-25,False,
DOC-000411,SIN-00121,Certificado Medico,True,True,2026-04-25,False,
DOC-000412,SIN-00121,Cedula Asegurado,True,True,2026-04-25,False,
DOC-000413,SIN-00122,Informe Perito,True,True,2026-02-05,False,
DOC-000414,SIN-00122,Foto Evidencia,True,True,2026-02-05,False,
DOC-000415,SIN-00123,Certificado Medico,True,True,2026-06-05,False,
DOC-000416,SIN-00123,Denuncia Policial,True,True,2026-06-05,False,
DOC-000417,SIN-00123,Foto Evidencia,True,True,2026-06-05,False,
DOC-000418,SIN-00123,Factura Reparacion,True,True,2026-06-05,False,
DOC-000419,SIN-00123,Cedula Asegurado,True,True,2026-06-05,False,
DOC-000420,SIN-00124,Factura Reparacion,True,True,2026-11-30,False,
DOC-000421,SIN-00124,Foto Evidencia,True,True,2026-11-30,False,
DOC-000422,SIN-00125,Factura Reparacion,True,True,2024-04-19,False,
DOC-000423,SIN-00125,Foto Evidencia,True,True,2024-04-19,False,
DOC-000424,SIN-00125,Denuncia Policial,True,True,2024-04-19,False,
DOC-000425,SIN-00125,Certificado Medico,True,True,2024-04-19,False,
DOC-000426,SIN-00125,Cedula Asegurado,True,True,2024-04-19,False,
DOC-000427,SIN-00126,Factura Reparacion,True,True,2026-02-20,False,
DOC-000428,SIN-00126,Informe Perito,True,True,2026-02-20,False,
DOC-000429,SIN-00127,Certificado Medico,True,True,2024-09-06,False,
DOC-000430,SIN-00127,Informe Perito,True,True,2024-09-06,False,
DOC-000431,SIN-00127,Foto Evidencia,True,True,2024-09-06,False,
DOC-000432,SIN-00128,Denuncia Policial,True,True,2026-08-31,False,
DOC-000433,SIN-00128,Informe Perito,True,True,2026-08-31,False,
DOC-000434,SIN-00128,Factura Reparacion,True,True,2026-08-31,False,
DOC-000435,SIN-00128,Cedula Asegurado,True,True,2026-08-31,False,
DOC-000436,SIN-00128,Certificado Medico,True,True,2026-08-31,False,
DOC-000437,SIN-00129,Factura Reparacion,True,False,2025-07-06,False,
DOC-000438,SIN-00129,Certificado Medico,True,False,2025-07-06,False,
DOC-000439,SIN-00129,Informe Perito,True,True,2025-07-06,False,
DOC-000440,SIN-00129,Denuncia Policial,True,True,2025-07-06,False,
DOC-000441,SIN-00129,Cedula Asegurado,True,True,2025-07-06,False,
DOC-000442,SIN-00130,Cedula Asegurado,True,True,2024-07-08,False,
DOC-000443,SIN-00130,Informe Perito,True,True,2024-07-08,False,
DOC-000444,SIN-00131,Cedula Asegurado,True,True,2026-07-16,False,
DOC-000445,SIN-00131,Denuncia Policial,True,True,2026-07-16,False,
DOC-000446,SIN-00131,Informe Perito,True,True,2026-07-16,False,
DOC-000447,SIN-00131,Certificado Medico,True,True,2026-07-16,False,
DOC-000448,SIN-00131,Foto Evidencia,True,True,2026-07-16,False,
DOC-000449,SIN-00132,Cedula Asegurado,True,True,2025-06-07,False,
DOC-000450,SIN-00132,Certificado Medico,True,False,2025-06-07,False,
DOC-000451,SIN-00132,Factura Reparacion,True,True,2025-06-07,False,
DOC-000452,SIN-00133,Factura Reparacion,True,True,2024-06-15,False,
DOC-000453,SIN-00133,Informe Perito,True,True,2024-06-15,False,
DOC-000454,SIN-00133,Certificado Medico,True,True,2024-06-15,False,
DOC-000455,SIN-00133,Foto Evidencia,True,True,2024-06-15,False,
DOC-000456,SIN-00134,Cedula Asegurado,True,True,2024-01-17,False,
DOC-000457,SIN-00134,Informe Perito,True,True,2024-01-17,False,
DOC-000458,SIN-00135,Informe Perito,True,True,2023-07-15,False,
DOC-000459,SIN-00135,Cedula Asegurado,True,True,2023-07-15,False,
DOC-000460,SIN-00136,Informe Perito,True,True,2024-04-12,False,
DOC-000461,SIN-00136,Foto Evidencia,True,True,2024-04-12,False,
DOC-000462,SIN-00136,Denuncia Policial,True,True,2024-04-12,False,
DOC-000463,SIN-00136,Factura Reparacion,True,True,2024-04-12,False,
DOC-000464,SIN-00136,Cedula Asegurado,True,True,2024-04-12,False,
DOC-000465,SIN-00137,Factura Reparacion,True,True,2025-05-16,False,
DOC-000466,SIN-00137,Foto Evidencia,True,True,2025-05-16,False,
DOC-000467,SIN-00138,Denuncia Policial,True,True,2024-09-13,False,
DOC-000468,SIN-00138,Cedula Asegurado,True,True,2024-09-13,False,
DOC-000469,SIN-00138,Foto Evidencia,True,True,2024-09-13,False,
DOC-000470,SIN-00139,Foto Evidencia,True,True,2026-02-24,False,
DOC-000471,SIN-00139,Denuncia Policial,True,True,2026-02-24,False,
DOC-000472,SIN-00139,Informe Perito,True,False,2026-02-24,False,
DOC-000473,SIN-00139,Factura Reparacion,True,True,2026-02-24,False,
DOC-000474,SIN-00139,Cedula Asegurado,True,True,2026-02-24,False,
DOC-000475,SIN-00140,Certificado Medico,True,True,2023-10-08,False,
DOC-000476,SIN-00140,Informe Perito,True,True,2023-10-08,False,
DOC-000477,SIN-00141,Foto Evidencia,True,True,2025-01-20,False,
DOC-000478,SIN-00141,Certificado Medico,True,True,2025-01-20,False,
DOC-000479,SIN-00141,Informe Perito,True,True,2025-01-20,False,
DOC-000480,SIN-00142,Certificado Medico,True,True,2023-12-14,False,
DOC-000481,SIN-00142,Denuncia Policial,True,True,2023-12-14,False,
DOC-000482,SIN-00142,Informe Perito,True,True,2023-12-14,False,
DOC-000483,SIN-00143,Foto Evidencia,True,True,2026-06-30,False,
DOC-000484,SIN-00143,Certificado Medico,True,False,2026-06-30,False,
DOC-000485,SIN-00143,Factura Reparacion,True,True,2026-06-30,False,
DOC-000486,SIN-00144,Denuncia Policial,True,True,2026-03-29,False,
DOC-000487,SIN-00144,Certificado Medico,True,True,2026-03-29,False,
DOC-000488,SIN-00144,Informe Perito,True,True,2026-03-29,False,
DOC-000489,SIN-00145,Factura Reparacion,True,True,2025-09-13,False,
DOC-000490,SIN-00145,Denuncia Policial,True,True,2025-09-13,False,
DOC-000491,SIN-00145,Cedula Asegurado,True,True,2025-09-13,False,
DOC-000492,SIN-00145,Foto Evidencia,True,True,2025-09-13,False,
DOC-000493,SIN-00145,Certificado Medico,True,True,2025-09-13,False,
DOC-000494,SIN-00146,Foto Evidencia,True,True,2025-04-22,False,
DOC-000495,SIN-00146,Certificado Medico,True,True,2025-04-22,False,
DOC-000496,SIN-00147,Denuncia Policial,True,True,2024-03-25,False,
DOC-000497,SIN-00147,Certificado Medico,True,True,2024-03-25,False,
DOC-000498,SIN-00147,Cedula Asegurado,True,True,2024-03-25,False,
DOC-000499,SIN-00147,Foto Evidencia,True,True,2024-03-25,False,
DOC-000500,SIN-00148,Informe Perito,True,True,2026-01-13,False,
DOC-000501,SIN-00148,Denuncia Policial,True,True,2026-01-13,False,
DOC-000502,SIN-00148,Factura Reparacion,True,True,2026-01-13,False,
DOC-000503,SIN-00148,Foto Evidencia,True,True,2026-01-13,False,
DOC-000504,SIN-00148,Certificado Medico,True,True,2026-01-13,False,
DOC-000505,SIN-00149,Foto Evidencia,True,True,2023-11-29,False,
DOC-000506,SIN-00149,Denuncia Policial,True,True,2023-11-29,False,
DOC-000507,SIN-00149,Certificado Medico,True,True,2023-11-29,False,
DOC-000508,SIN-00150,Denuncia Policial,True,True,2025-05-04,False,
DOC-000509,SIN-00150,Cedula Asegurado,True,True,2025-05-04,False,
DOC-000510,SIN-00150,Certificado Medico,True,True,2025-05-04,False,
DOC-000511,SIN-00150,Foto Evidencia,True,True,2025-05-04,False,
DOC-000512,SIN-00150,Informe Perito,True,True,2025-05-04,False,
DOC-000513,SIN-00151,Denuncia Policial,True,True,2024-05-15,False,
DOC-000514,SIN-00151,Factura Reparacion,True,True,2024-05-15,False,
DOC-000515,SIN-00152,Cedula Asegurado,True,True,2024-09-26,False,
DOC-000516,SIN-00152,Informe Perito,True,False,2024-09-26,False,
DOC-000517,SIN-00153,Cedula Asegurado,True,True,2025-12-22,False,
DOC-000518,SIN-00153,Informe Perito,True,True,2025-12-22,False,
DOC-000519,SIN-00154,Certificado Medico,True,True,2023-10-08,False,
DOC-000520,SIN-00154,Denuncia Policial,True,True,2023-10-08,False,
DOC-000521,SIN-00154,Factura Reparacion,True,True,2023-10-08,False,
DOC-000522,SIN-00154,Foto Evidencia,True,True,2023-10-08,False,
DOC-000523,SIN-00154,Cedula Asegurado,True,True,2023-10-08,False,
DOC-000524,SIN-00155,Certificado Medico,True,True,2025-09-19,False,
DOC-000525,SIN-00155,Informe Perito,True,True,2025-09-19,False,
DOC-000526,SIN-00155,Cedula Asegurado,True,False,2025-09-19,False,
DOC-000527,SIN-00155,Foto Evidencia,True,False,2025-09-19,False,
DOC-000528,SIN-00155,Denuncia Policial,True,True,2025-09-19,False,
DOC-000529,SIN-00156,Factura Reparacion,True,True,2024-01-27,False,
DOC-000530,SIN-00156,Cedula Asegurado,True,True,2024-01-27,False,
DOC-000531,SIN-00156,Certificado Medico,True,True,2024-01-27,False,
DOC-000532,SIN-00157,Denuncia Policial,True,True,2024-12-02,False,
DOC-000533,SIN-00157,Cedula Asegurado,True,True,2024-12-02,False,
DOC-000534,SIN-00157,Informe Perito,True,True,2024-12-02,False,
DOC-000535,SIN-00157,Factura Reparacion,True,True,2024-12-02,False,
DOC-000536,SIN-00157,Foto Evidencia,True,True,2024-12-02,False,
DOC-000537,SIN-00158,Cedula Asegurado,True,True,2024-11-09,False,
DOC-000538,SIN-00158,Factura Reparacion,True,True,2024-11-09,False,
DOC-000539,SIN-00158,Denuncia Policial,True,True,2024-11-09,False,
DOC-000540,SIN-00159,Certificado Medico,True,True,2025-03-10,False,
DOC-000541,SIN-00159,Informe Perito,True,True,2025-03-10,False,
DOC-000542,SIN-00159,Factura Reparacion,True,True,2025-03-10,False,
DOC-000543,SIN-00160,Foto Evidencia,True,True,2025-10-31,False,
DOC-000544,SIN-00160,Denuncia Policial,True,True,2025-10-31,False,
DOC-000545,SIN-00160,Factura Reparacion,True,True,2025-10-31,False,
DOC-000546,SIN-00160,Cedula Asegurado,True,False,2025-10-31,False,
DOC-000547,SIN-00160,Certificado Medico,True,True,2025-10-31,False,
DOC-000548,SIN-00161,Informe Perito,True,True,2025-03-27,False,
DOC-000549,SIN-00161,Certificado Medico,True,False,2025-03-27,False,
DOC-000550,SIN-00161,Factura Reparacion,True,True,2025-03-27,False,
DOC-000551,SIN-00161,Denuncia Policial,True,True,2025-03-27,False,
DOC-000552,SIN-00162,Denuncia Policial,True,True,2024-09-28,False,
DOC-000553,SIN-00162,Factura Reparacion,True,True,2024-09-28,False,
DOC-000554,SIN-00163,Denuncia Policial,False,True,2024-05-10,False,
DOC-000555,SIN-00163,Cedula Asegurado,False,True,2024-05-10,False,
DOC-000556,SIN-00163,Informe Perito,False,True,2024-05-10,False,
DOC-000557,SIN-00163,Foto Evidencia,False,True,2024-05-10,True,Imposible carne población efectos.
DOC-000558,SIN-00163,Factura Reparacion,False,True,2024-05-10,False,
DOC-000559,SIN-00164,Foto Evidencia,True,True,2024-11-20,False,
DOC-000560,SIN-00164,Cedula Asegurado,True,True,2024-11-20,False,
DOC-000561,SIN-00164,Factura Reparacion,True,True,2024-11-20,False,
DOC-000562,SIN-00164,Certificado Medico,True,True,2024-11-20,False,
DOC-000563,SIN-00164,Denuncia Policial,True,True,2024-11-20,False,
DOC-000564,SIN-00165,Denuncia Policial,True,True,2024-10-10,False,
DOC-000565,SIN-00165,Informe Perito,True,True,2024-10-10,False,
DOC-000566,SIN-00165,Factura Reparacion,True,True,2024-10-10,False,
DOC-000567,SIN-00165,Cedula Asegurado,True,True,2024-10-10,False,
DOC-000568,SIN-00166,Cedula Asegurado,True,True,2023-11-10,False,
DOC-000569,SIN-00166,Informe Perito,True,True,2023-11-10,False,
DOC-000570,SIN-00166,Certificado Medico,True,True,2023-11-10,False,
DOC-000571,SIN-00166,Factura Reparacion,True,True,2023-11-10,False,
DOC-000572,SIN-00166,Denuncia Policial,True,True,2023-11-10,False,
DOC-000573,SIN-00167,Certificado Medico,True,False,2024-05-09,False,
DOC-000574,SIN-00167,Denuncia Policial,True,True,2024-05-09,False,
DOC-000575,SIN-00168,Factura Reparacion,True,False,2024-12-30,False,
DOC-000576,SIN-00168,Cedula Asegurado,True,True,2024-12-30,False,
DOC-000577,SIN-00169,Denuncia Policial,True,True,2024-04-24,False,
DOC-000578,SIN-00169,Foto Evidencia,True,True,2024-04-24,False,
DOC-000579,SIN-00169,Factura Reparacion,True,True,2024-04-24,False,
DOC-000580,SIN-00169,Cedula Asegurado,True,True,2024-04-24,False,
DOC-000581,SIN-00169,Informe Perito,True,True,2024-04-24,False,
DOC-000582,SIN-00170,Certificado Medico,True,True,2024-05-07,False,
DOC-000583,SIN-00170,Denuncia Policial,True,True,2024-05-07,False,
DOC-000584,SIN-00170,Foto Evidencia,True,True,2024-05-07,False,
DOC-000585,SIN-00171,Cedula Asegurado,True,True,2026-05-08,False,
DOC-000586,SIN-00171,Foto Evidencia,True,True,2026-05-08,False,
DOC-000587,SIN-00172,Factura Reparacion,True,True,2024-02-25,False,
DOC-000588,SIN-00172,Denuncia Policial,True,True,2024-02-25,False,
DOC-000589,SIN-00172,Informe Perito,True,True,2024-02-25,False,
DOC-000590,SIN-00173,Foto Evidencia,True,True,2024-01-11,False,
DOC-000591,SIN-00173,Certificado Medico,True,True,2024-01-11,False,
DOC-000592,SIN-00173,Factura Reparacion,True,True,2024-01-11,False,
DOC-000593,SIN-00173,Cedula Asegurado,True,True,2024-01-11,False,
DOC-000594,SIN-00173,Denuncia Policial,True,True,2024-01-11,False,
DOC-000595,SIN-00174,Informe Perito,True,True,2025-02-10,False,
DOC-000596,SIN-00174,Foto Evidencia,True,True,2025-02-10,False,
DOC-000597,SIN-00174,Certificado Medico,True,True,2025-02-10,False,
DOC-000598,SIN-00174,Factura Reparacion,True,True,2025-02-10,False,
DOC-000599,SIN-00175,Certificado Medico,True,True,2026-02-23,False,
DOC-000600,SIN-00175,Cedula Asegurado,True,True,2026-02-23,False,
DOC-000601,SIN-00175,Denuncia Policial,True,False,2026-02-23,False,
DOC-000602,SIN-00175,Factura Reparacion,True,False,2026-02-23,False,
DOC-000603,SIN-00176,Informe Perito,True,True,2026-07-11,False,
DOC-000604,SIN-00176,Certificado Medico,True,True,2026-07-11,False,
DOC-000605,SIN-00176,Cedula Asegurado,True,True,2026-07-11,False,
DOC-000606,SIN-00176,Denuncia Policial,True,False,2026-07-11,False,
DOC-000607,SIN-00176,Foto Evidencia,True,True,2026-07-11,False,
DOC-000608,SIN-00177,Denuncia Policial,True,True,2023-11-12,False,
DOC-000609,SIN-00177,Cedula Asegurado,True,True,2023-11-12,False,
DOC-000610,SIN-00177,Factura Reparacion,True,False,2023-11-12,False,
DOC-000611,SIN-00178,Factura Reparacion,True,True,2024-07-21,False,
DOC-000612,SIN-00178,Foto Evidencia,True,True,2024-07-21,False,
DOC-000613,SIN-00178,Cedula Asegurado,True,True,2024-07-21,False,
DOC-000614,SIN-00178,Certificado Medico,True,True,2024-07-21,False,
DOC-000615,SIN-00179,Foto Evidencia,True,True,2026-08-31,False,
DOC-000616,SIN-00179,Certificado Medico,True,True,2026-08-31,False,
DOC-000617,SIN-00180,Denuncia Policial,True,True,2024-06-28,False,
DOC-000618,SIN-00180,Informe Perito,True,True,2024-06-28,False,
DOC-000619,SIN-00180,Factura Reparacion,True,True,2024-06-28,False,
DOC-000620,SIN-00180,Certificado Medico,True,True,2024-06-28,False,
DOC-000621,SIN-00180,Cedula Asegurado,True,False,2024-06-28,False,
DOC-000622,SIN-00181,Foto Evidencia,True,True,2025-06-30,False,
DOC-000623,SIN-00181,Informe Perito,True,True,2025-06-30,False,
DOC-000624,SIN-00181,Denuncia Policial,True,True,2025-06-30,False,
DOC-000625,SIN-00182,Informe Perito,True,True,2026-04-11,False,
DOC-000626,SIN-00182,Foto Evidencia,True,True,2026-04-11,False,
DOC-000627,SIN-00182,Cedula Asegurado,True,True,2026-04-11,False,
DOC-000628,SIN-00183,Factura Reparacion,True,True,2025-10-18,False,
DOC-000629,SIN-00183,Informe Perito,True,True,2025-10-18,False,
DOC-000630,SIN-00183,Denuncia Policial,True,True,2025-10-18,False,
DOC-000631,SIN-00184,Foto Evidencia,True,True,2026-03-08,False,
DOC-000632,SIN-00184,Cedula Asegurado,True,True,2026-03-08,False,
DOC-000633,SIN-00184,Denuncia Policial,True,False,2026-03-08,False,
DOC-000634,SIN-00184,Factura Reparacion,True,True,2026-03-08,False,
DOC-000635,SIN-00185,Certificado Medico,True,True,2024-11-30,False,
DOC-000636,SIN-00185,Cedula Asegurado,True,True,2024-11-30,False,
DOC-000637,SIN-00185,Factura Reparacion,True,True,2024-11-30,False,
DOC-000638,SIN-00186,Certificado Medico,True,True,2023-09-15,False,
DOC-000639,SIN-00186,Foto Evidencia,True,True,2023-09-15,False,
DOC-000640,SIN-00186,Factura Reparacion,True,True,2023-09-15,False,
DOC-000641,SIN-00187,Factura Reparacion,True,True,2027-02-19,False,
DOC-000642,SIN-00187,Cedula Asegurado,True,True,2027-02-19,False,
DOC-000643,SIN-00187,Certificado Medico,True,False,2027-02-19,False,
DOC-000644,SIN-00188,Factura Reparacion,True,True,2024-01-14,False,
DOC-000645,SIN-00188,Foto Evidencia,True,False,2024-01-14,False,
DOC-000646,SIN-00188,Denuncia Policial,True,False,2024-01-14,False,
DOC-000647,SIN-00189,Cedula Asegurado,True,True,2024-03-16,False,
DOC-000648,SIN-00189,Informe Perito,True,False,2024-03-16,False,
DOC-000649,SIN-00189,Factura Reparacion,True,True,2024-03-16,False,
DOC-000650,SIN-00189,Denuncia Policial,True,False,2024-03-16,False,
DOC-000651,SIN-00189,Foto Evidencia,True,True,2024-03-16,False,
DOC-000652,SIN-00190,Informe Perito,True,True,2025-02-06,False,
DOC-000653,SIN-00190,Certificado Medico,True,False,2025-02-06,False,
DOC-000654,SIN-00190,Foto Evidencia,True,False,2025-02-06,False,
DOC-000655,SIN-00190,Denuncia Policial,True,False,2025-02-06,False,
DOC-000656,SIN-00191,Factura Reparacion,True,True,2024-11-13,False,
DOC-000657,SIN-00191,Informe Perito,True,True,2024-11-13,False,
DOC-000658,SIN-00191,Foto Evidencia,True,True,2024-11-13,False,
DOC-000659,SIN-00191,Certificado Medico,True,True,2024-11-13,False,
DOC-000660,SIN-00192,Informe Perito,True,True,2024-02-16,False,
DOC-000661,SIN-00192,Certificado Medico,True,True,2024-02-16,False,
DOC-000662,SIN-00192,Denuncia Policial,True,True,2024-02-16,False,
DOC-000663,SIN-00192,Foto Evidencia,True,True,2024-02-16,False,
DOC-000664,SIN-00193,Certificado Medico,True,True,2025-06-18,False,
DOC-000665,SIN-00193,Informe Perito,True,True,2025-06-18,False,
DOC-000666,SIN-00193,Cedula Asegurado,True,True,2025-06-18,False,
DOC-000667,SIN-00193,Denuncia Policial,True,True,2025-06-18,False,
DOC-000668,SIN-00194,Certificado Medico,True,False,2024-04-02,False,
DOC-000669,SIN-00194,Cedula Asegurado,True,True,2024-04-02,False,
DOC-000670,SIN-00194,Denuncia Policial,True,True,2024-04-02,False,
DOC-000671,SIN-00195,Factura Reparacion,True,False,2024-06-17,False,
DOC-000672,SIN-00195,Foto Evidencia,True,True,2024-06-17,False,
DOC-000673,SIN-00195,Denuncia Policial,True,True,2024-06-17,False,
DOC-000674,SIN-00196,Factura Reparacion,False,True,2024-05-30,True,Propia ley haber imposible pues ocho muestra juan.
DOC-000675,SIN-00196,Cedula Asegurado,False,True,2024-05-30,True,Lo miguel quién político cine cierta generales visita.
DOC-000676,SIN-00196,Certificado Medico,False,True,2024-05-30,False,
DOC-000677,SIN-00196,Denuncia Policial,False,True,2024-05-30,False,
DOC-000678,SIN-00196,Informe Perito,False,True,2024-05-30,True,Mujeres encima siete trabajo.
DOC-000679,SIN-00197,Denuncia Policial,True,True,2025-04-28,False,
DOC-000680,SIN-00197,Foto Evidencia,True,True,2025-04-28,False,
DOC-000681,SIN-00197,Cedula Asegurado,True,True,2025-04-28,False,
DOC-000682,SIN-00197,Informe Perito,True,True,2025-04-28,False,
DOC-000683,SIN-00197,Certificado Medico,True,True,2025-04-28,False,
DOC-000684,SIN-00198,Certificado Medico,True,True,2026-02-04,False,
DOC-000685,SIN-00198,Factura Reparacion,True,True,2026-02-04,False,
DOC-000686,SIN-00199,Factura Reparacion,True,True,2025-02-13,False,
DOC-000687,SIN-00199,Foto Evidencia,True,True,2025-02-13,False,
DOC-000688,SIN-00200,Foto Evidencia,True,False,2026-01-05,False,
DOC-000689,SIN-00200,Cedula Asegurado,True,True,2026-01-05,False,
DOC-000690,SIN-00200,Informe Perito,True,True,2026-01-05,False,
DOC-000691,SIN-00200,Denuncia Policial,True,False,2026-01-05,False,
DOC-000692,SIN-00200,Certificado Medico,True,True,2026-01-05,False,
DOC-000693,SIN-00201,Cedula Asegurado,True,True,2024-08-07,False,
DOC-000694,SIN-00201,Certificado Medico,True,True,2024-08-07,False,
DOC-000695,SIN-00201,Informe Perito,True,True,2024-08-07,False,
DOC-000696,SIN-00201,Factura Reparacion,True,True,2024-08-07,False,
DOC-000697,SIN-00201,Denuncia Policial,True,True,2024-08-07,False,
DOC-000698,SIN-00202,Denuncia Policial,True,True,2026-02-05,False,
DOC-000699,SIN-00202,Factura Reparacion,True,True,2026-02-05,False,
DOC-000700,SIN-00202,Informe Perito,True,True,2026-02-05,False,
DOC-000701,SIN-00202,Certificado Medico,True,True,2026-02-05,False,
DOC-000702,SIN-00203,Cedula Asegurado,True,True,2025-06-28,False,
DOC-000703,SIN-00203,Denuncia Policial,True,True,2025-06-28,False,
DOC-000704,SIN-00203,Certificado Medico,True,True,2025-06-28,False,
DOC-000705,SIN-00204,Denuncia Policial,True,True,2026-03-20,False,
DOC-000706,SIN-00204,Cedula Asegurado,True,True,2026-03-20,False,
DOC-000707,SIN-00204,Informe Perito,True,True,2026-03-20,False,
DOC-000708,SIN-00204,Foto Evidencia,True,True,2026-03-20,False,
DOC-000709,SIN-00205,Informe Perito,True,True,2025-11-07,False,
DOC-000710,SIN-00205,Factura Reparacion,True,True,2025-11-07,False,
DOC-000711,SIN-00206,Denuncia Policial,True,True,2026-08-08,False,
DOC-000712,SIN-00206,Cedula Asegurado,True,True,2026-08-08,False,
DOC-000713,SIN-00206,Certificado Medico,True,True,2026-08-08,False,
DOC-000714,SIN-00206,Informe Perito,True,True,2026-08-08,False,
DOC-000715,SIN-00207,Foto Evidencia,True,True,2025-01-04,False,
DOC-000716,SIN-00207,Factura Reparacion,True,True,2025-01-04,False,
DOC-000717,SIN-00207,Informe Perito,True,True,2025-01-04,False,
DOC-000718,SIN-00208,Factura Reparacion,True,True,2024-06-09,False,
DOC-000719,SIN-00208,Foto Evidencia,True,True,2024-06-09,False,
DOC-000720,SIN-00208,Certificado Medico,True,False,2024-06-09,False,
DOC-000721,SIN-00208,Informe Perito,True,True,2024-06-09,False,
DOC-000722,SIN-00208,Cedula Asegurado,True,True,2024-06-09,False,
DOC-000723,SIN-00209,Factura Reparacion,True,True,2024-12-01,False,
DOC-000724,SIN-00209,Cedula Asegurado,True,True,2024-12-01,False,
DOC-000725,SIN-00209,Foto Evidencia,True,True,2024-12-01,False,
DOC-000726,SIN-00210,Factura Reparacion,True,True,2026-06-21,False,
DOC-000727,SIN-00210,Certificado Medico,True,False,2026-06-21,False,
DOC-000728,SIN-00210,Foto Evidencia,True,False,2026-06-21,False,
DOC-000729,SIN-00210,Informe Perito,True,True,2026-06-21,False,
DOC-000730,SIN-00211,Denuncia Policial,True,True,2024-04-07,False,
DOC-000731,SIN-00211,Cedula Asegurado,True,True,2024-04-07,False,
DOC-000732,SIN-00211,Factura Reparacion,True,False,2024-04-07,False,
DOC-000733,SIN-00211,Informe Perito,True,True,2024-04-07,False,
DOC-000734,SIN-00211,Certificado Medico,True,True,2024-04-07,False,
DOC-000735,SIN-00212,Factura Reparacion,True,True,2024-05-09,False,
DOC-000736,SIN-00212,Certificado Medico,True,True,2024-05-09,False,
DOC-000737,SIN-00213,Denuncia Policial,True,True,2025-12-25,False,
DOC-000738,SIN-00213,Certificado Medico,True,True,2025-12-25,False,
DOC-000739,SIN-00214,Factura Reparacion,True,True,2025-01-16,False,
DOC-000740,SIN-00214,Certificado Medico,True,True,2025-01-16,False,
DOC-000741,SIN-00215,Factura Reparacion,False,True,2026-12-08,True,Voy autor oficial ideas.
DOC-000742,SIN-00215,Informe Perito,False,True,2026-12-08,True,Servicios gracias condiciones cuerpo.
DOC-000743,SIN-00215,Cedula Asegurado,False,False,2026-12-08,True,Español tarde pocos niño quizá salud.
DOC-000744,SIN-00215,Certificado Medico,False,True,2026-12-08,False,
DOC-000745,SIN-00215,Denuncia Policial,False,True,2026-12-08,False,
DOC-000746,SIN-00216,Factura Reparacion,True,True,2025-11-13,False,
DOC-000747,SIN-00216,Denuncia Policial,True,True,2025-11-13,False,
DOC-000748,SIN-00217,Certificado Medico,True,True,2026-05-18,False,
DOC-000749,SIN-00217,Informe Perito,True,True,2026-05-18,False,
DOC-000750,SIN-00217,Factura Reparacion,True,True,2026-05-18,False,
DOC-000751,SIN-00217,Cedula Asegurado,True,True,2026-05-18,False,
DOC-000752,SIN-00218,Denuncia Policial,True,True,2023-09-11,False,
